1178	81
27619	28897
27618	28896
27617	28895
27616	28894
27615	28893
27614	28892
27613	28891
27612	28890
27611	28889
27610	28888
44705	42342
12833	17951
12832	17950
12831	17949
12830	17948
8549	10887
12836	17953
12835	17952
12834	4867
8545	5920
8544	3783
8547	7175
12838	17955
8541	2412
8540	15377
8543	15378
8542	5065
23127	25124
628	2646
41393	39813
29234	30176
27373	28686
22678	24768
22679	24769
22676	24767
22677	11845
22674	24765
22675	24766
22672	24763
22673	24764
22671	24762
15555	19589
26568	8861
15554	19588
26566	27899
26567	10506
26564	27897
26565	27898
26562	27895
8293	8455
26560	27893
26561	27894
15556	836
15551	19585
8294	5957
15553	19587
8296	15268
393	1377
392	3674
391	6707
390	242
397	908
396	8244
395	1236
394	110
399	2462
398	3675
41069	39546
15558	19590
32224	32483
32225	32484
32226	32485
32227	4433
32220	32479
32221	32480
32222	32481
32223	32482
32228	32486
32229	32487
41067	39544
3748	6962
3749	10121
3746	8748
3747	7442
3744	13075
3745	5361
3742	629
3743	3812
3740	4753
3741	829
31767	32141
41395	39815
31162	31654
31163	31655
21930	24359
21931	24360
21932	24361
21933	24362
21934	24363
21935	24364
21936	340
21937	24365
21938	24366
21939	5195
19973	22898
29652	30491
19972	22897
19971	22896
19970	22895
29232	30174
16709	20378
16708	20377
6819	14462
6818	2132
19975	22900
6811	14457
15701	3031
6813	11206
6812	14458
6815	14459
6814	5945
15706	4931
6816	14460
9757	16143
16705	10008
9755	16141
9754	16140
9753	16139
9751	16138
9750	8980
19979	22904
9759	16145
9758	16144
24146	25910
24147	25911
24144	25908
19978	22903
24142	25906
24143	25907
24140	25904
24141	25905
24148	25912
24149	25913
37078	36362
37079	36363
33757	33728
33756	33727
33755	33726
33754	33725
33753	33724
33752	33723
37070	36355
33750	33722
37387	36614
24867	26488
30334	31035
30226	30948
30336	31037
30337	31038
30330	31032
24866	26487
30332	3924
30227	30949
30338	6907
30339	6908
30225	30947
44804	42424
30222	30944
43059	41087
44807	3532
30223	30945
44806	6073
30220	30942
44801	42422
30221	30943
44800	42421
44802	42423
35218	34876
35219	34877
35214	34873
35215	34874
35216	34875
35210	34870
35211	34871
35213	34872
23266	9873
23267	25235
23264	25233
23265	25234
23262	12162
23263	25232
23752	10753
23261	25231
23268	25236
23269	25237
10703	16704
10702	16703
10701	16702
43859	41696
9255	11113
10707	16706
43851	41693
43850	41692
43857	6999
43856	41695
43854	9246
9250	15813
10704	10447
6778	14440
6779	14441
6774	14437
6775	14438
6776	4622
6777	14439
6770	14435
6771	2431
6772	4338
6773	14436
23751	25616
44662	42307
23756	25619
21617	24128
23757	25620
44664	42309
32601	32786
24376	26091
42810	40905
42811	4211
42812	40906
42813	40907
42814	40908
42816	40909
42817	40910
42819	5547
5058	9777
5059	9917
5054	7224
5055	9916
5056	9463
5057	6975
5050	9913
5051	9914
5052	4410
5053	9915
19096	22226
38568	37552
38560	37547
38563	4762
38562	37548
38565	37550
38564	37549
22291	24460
18892	5436
18891	22067
18890	12296
18897	8982
18896	22068
18895	610
18894	4429
18898	9656
45443	42868
44220	41975
44223	41977
44222	41976
36178	35646
36179	35647
44227	41981
44226	41980
36174	35642
36175	35643
36176	35644
36177	35645
36170	35638
36171	35639
36172	35640
36173	35641
18769	21979
18768	21978
33529	33543
18761	21971
18760	8522
33526	10935
33527	10936
18765	21975
18764	21974
18767	21977
18766	21976
41543	39940
41542	39939
41541	39938
41540	39937
41547	39944
41546	39943
41545	39942
41544	39941
41549	39946
41548	39945
38874	37798
44790	42413
38873	37797
24639	26307
24637	26305
8035	9056
8034	15146
8037	15148
8036	15147
8031	4678
8030	15143
8033	15145
8032	15144
8039	15150
8038	15149
12589	152
12588	17819
38870	37795
12583	17816
12582	17815
12580	17814
12587	17818
12586	151
12585	150
12584	17817
44913	42507
44912	42506
44911	42505
44910	42504
44917	42511
44916	42510
44915	42509
44914	42508
44919	42513
44918	42512
39467	38279
13988	3385
13989	4458
13984	18706
13985	18707
13986	6373
13987	11487
13980	18704
13981	4457
13982	3758
13983	18705
22749	24824
38976	37880
22743	24819
13678	4345
13679	9482
43338	41287
43339	9956
13672	18506
13673	3453
43334	41283
13671	18505
43332	3038
13677	6241
13674	18507
38973	37878
16002	12059
16003	19902
16000	19900
16001	19901
5869	8076
5868	5160
16004	19903
16005	19904
5865	3277
5864	1246
16008	6728
5866	9582
5861	6650
5860	10856
5863	718
5862	2719
43000	1410
17359	20881
17358	20880
17355	20877
17354	20876
17357	20879
17356	20878
17351	20873
17350	20872
17353	20875
17352	20874
43661	41549
31839	32193
43008	41042
19588	22608
19589	22609
37576	36769
19584	11593
19582	22606
19583	22607
19580	22605
20869	10927
20868	23546
20865	23543
20864	23542
20867	23545
20866	23544
20860	23539
20863	23541
20862	23540
16114	19981
5936	13984
5935	7226
33035	33125
16117	9094
5933	13982
16111	3033
16112	19979
45631	42968
45630	6000
45633	6369
16113	19980
45635	42970
45634	6370
45637	6901
45636	42971
9191	1699
7945	15104
7946	15105
7947	679
9195	1287
9194	2396
9197	1408
9196	5164
9199	11095
9198	15785
7948	15106
7949	15107
37438	36658
42177	40438
42176	40437
42175	40436
42174	40435
16918	20537
16919	20538
42171	10917
42170	40432
16914	20535
16915	10282
16916	20536
16917	10262
16910	20532
16911	20533
16913	20534
12208	17583
12209	17584
35645	35233
12204	6622
12205	17581
12206	17582
12200	17578
12201	6261
12202	17579
12203	17580
29359	30283
10518	5469
10519	7743
10512	16584
10513	16585
10510	3174
10511	4736
10516	16588
10517	16589
10514	16586
10515	16587
8866	11158
8867	11159
8864	5667
8865	15573
8862	12120
8863	15572
8860	15571
8861	5499
21404	1896
21405	11682
21406	23975
21400	23972
21401	5037
8868	15574
8869	4537
37437	36657
26834	28112
26835	28113
26836	28114
26830	28110
26831	28111
26838	28115
37434	36654
37435	36655
37432	36653
19511	22552
24579	26257
24578	26256
24577	26255
24576	26254
24575	26253
24574	26252
24573	26251
24572	26250
24571	26249
24570	26248
28409	29519
28408	29518
344	1010
18020	21396
28402	29513
28401	29512
28400	29511
28407	29517
28406	29516
28404	29515
29342	30273
34329	34180
34328	34179
34327	34178
34326	34177
34325	34176
34324	34175
34323	34174
34322	34173
34321	34172
34320	11199
345	1011
35059	34743
35057	34742
35054	34740
35055	34741
35052	34738
35053	34739
35050	34736
35051	34737
37431	36652
347	1170
23718	25589
23719	25590
23716	25587
23717	25588
23714	25585
11668	17247
23712	25583
23713	25584
23710	25582
27008	28399
27009	28400
27006	28397
27007	28398
27004	28395
27005	28396
27002	28393
27003	28394
27000	28391
27001	28392
32589	32778
32588	32777
32581	8552
32580	32771
32583	32772
32582	2334
32585	32774
32584	32773
32587	32776
32586	32775
9942	16257
9943	6893
9940	16255
9941	16256
9946	16258
9947	8050
9944	10648
35583	10137
9948	16259
9949	16260
32056	11516
32055	32355
32054	32354
32053	32353
32052	32352
32051	32351
32050	32350
32058	32356
27925	29136
27924	29135
25714	27196
25715	27197
25716	27198
25717	27199
25710	27192
25711	27193
25712	27194
25713	27195
25718	1878
25719	27200
23260	25230
21875	24313
21874	24312
21877	24314
21871	24309
21870	10501
21873	24311
21872	24310
21879	24316
21878	24315
26067	27499
26066	27498
26065	27497
26064	27496
26063	5017
26062	5016
26061	27495
26060	5822
26069	27501
26068	27500
41498	39902
33064	33148
44427	42120
44426	42119
37386	36613
44425	42118
44424	42117
36778	36131
36779	8029
36776	36129
36777	36130
36774	36127
36775	36128
36773	36126
36770	36124
36771	36125
14668	19076
14669	11375
18569	21819
18568	21818
44421	42114
33728	33704
33729	33705
14660	8405
14661	19073
14662	1863
18560	21812
14664	11447
14665	8256
33720	33696
18564	21816
38608	37575
38609	37576
38600	37569
38601	9670
38603	37570
38604	37571
38605	37572
38606	37573
38607	37574
40968	39463
40969	39464
27828	29062
27829	29063
27824	29059
27825	29060
27826	6693
27827	29061
27820	29056
27822	29057
27823	29058
797	1725
796	9328
795	3979
794	9327
793	12458
792	6075
791	254
790	12457
799	470
798	12459
42750	40865
46234	7795
42756	2390
46236	7797
42548	40714
42754	40868
15139	19331
15138	19330
23501	25420
15133	19325
15132	10066
15131	19324
15130	19323
15137	19329
15136	19328
15135	19327
15134	19326
31764	32138
31765	32139
31766	32140
39558	9671
31760	32134
31761	32135
31762	32136
31763	32137
39553	38337
39551	38336
31768	32142
31769	32143
39555	38339
39554	38338
33894	33837
33895	33838
33896	33839
33897	33840
33890	33833
33891	33834
33892	33835
33893	33836
33898	33841
34046	33959
34047	33960
34044	33957
34045	33958
34042	33956
34041	33955
34049	33961
31492	31908
31493	31909
31490	31906
31491	31907
31496	31912
31497	31913
31494	31910
31495	31911
31498	31914
31499	31915
38975	37879
33213	33273
41407	39827
41404	39824
41405	39825
41402	39822
41403	39823
41400	39820
41401	39821
44385	42084
4761	13459
4760	9448
4763	13460
4762	11234
4765	4010
4764	13461
4767	13463
4766	13462
4769	9551
4768	13464
19748	22726
39739	38482
19740	22719
19741	22720
19742	22721
19743	22722
19744	22723
19745	22724
19746	22725
42541	40707
44380	42079
44106	41883
14977	19237
44937	42527
42370	40578
42372	40579
42375	40581
42374	40580
42377	40583
42376	40582
10354	16513
10355	8052
10356	5844
10357	16514
10350	833
10351	329
10352	16511
10353	16512
10358	11027
6259	14144
6258	14143
6253	14139
6252	7483
6251	8690
6250	10709
6257	14142
6256	14141
6255	14140
8548	10886
42994	41034
42997	7904
42991	41033
42990	41032
42999	41036
12839	7235
832	5940
833	932
830	3980
831	1183
836	1545
837	1453
834	5803
835	4565
838	1546
839	3677
45340	42818
45342	42819
45345	42821
45344	42820
45347	42822
45346	10481
45349	11255
45348	11281
5249	4177
5248	2079
1728	5648
1729	1904
1726	1695
1727	538
5247	9549
1725	4061
1722	3769
1723	714
1720	2471
1721	2850
40269	38904
40268	38903
40261	38899
40260	38898
40262	38900
40264	38901
40266	38902
14303	18854
14302	7309
14301	18853
14300	18852
14307	18857
14306	18856
14305	7136
14304	18855
14309	18859
14308	18858
45964	5315
45966	5485
45961	5290
45960	5244
45963	5298
45962	5297
17966	8452
17967	21353
17964	21351
17965	21352
45969	5517
17963	21350
17960	21347
17961	21348
42706	40833
40533	39118
35934	35452
12468	17740
12469	17741
12464	2383
12465	7911
12466	11429
12467	12289
12460	10496
12461	17737
12462	17738
12463	17739
7777	7256
7776	14997
7775	14996
7774	14995
7773	14994
7772	8348
7771	9172
7770	6080
7779	14998
7778	1594
33375	33419
29092	30070
19263	22354
19262	22353
19261	22352
19260	22351
19267	22358
19266	22357
19265	22356
19264	22355
19269	22359
19268	6193
33377	33421
46083	6611
46082	6609
46080	6602
46087	6647
46086	6637
46085	6628
46084	6625
15060	19286
46089	6648
42622	40771
2550	3611
2551	7028
2552	12734
2553	715
2554	2735
2555	485
2556	2736
2557	3264
2558	5154
2559	3739
26569	27900
11476	17123
11477	17124
11474	2380
11475	2340
11472	5294
11473	17122
11470	17120
11471	17121
43101	41124
43100	41123
43103	41126
43102	41125
11478	17125
11479	9869
46559	9608
46558	9607
46551	9460
46550	9450
46553	9473
46552	9461
46555	9558
46554	9548
46556	9559
17148	20716
17149	20717
17144	20713
17145	20714
17146	20715
17140	20709
17141	20710
17142	20711
17143	20712
33373	33417
919	12474
918	1186
9548	16008
9549	16009
915	3127
914	471
9544	6013
916	5705
911	522
910	2656
9540	11540
9541	4420
22944	24982
22945	24983
34856	34586
27594	28874
27595	28875
27596	28876
27597	28877
27590	28870
27591	28871
27592	28872
27593	28873
27598	28878
27599	10123
21841	24290
27798	29041
29259	5133
29258	30198
29255	30195
29254	30194
29257	30197
29256	30196
29250	30191
29253	30193
29252	30192
27799	29042
34280	34138
34281	34139
34282	34140
34283	34141
34284	34142
34285	34143
34286	11253
34287	34144
44463	42151
34289	34145
38470	37486
44547	42214
44462	42150
37889	37006
37888	37005
37887	37004
37886	11832
37885	37003
37884	37002
37883	37001
42628	40776
37881	37000
37880	36999
26647	9641
26646	27965
26645	27964
26644	27963
26643	27962
26642	27961
26640	27960
45234	42738
26649	27967
26648	27966
1447	479
1446	3588
1445	9128
1444	753
1443	276
1442	6141
1441	2763
1440	867
23036	25056
23035	25055
23034	25054
23033	25053
23032	25052
1449	213
1448	3043
42549	40715
22348	24499
22349	24500
22346	24497
22347	24498
22344	5926
22345	24496
22343	5785
22340	24494
22341	24495
43466	41388
43467	41389
28618	29688
28619	29689
28612	29683
28613	29684
28610	29682
44465	42153
28617	29687
28614	29685
28615	29686
43469	41391
35629	9439
35628	35218
35621	35212
35620	35211
35623	5018
35622	35213
35625	35215
35624	35214
35627	35217
35626	35216
23693	6287
23692	25568
23691	25567
23690	25566
23697	25572
23696	25571
23695	25570
23694	25569
23699	25574
23698	25573
32938	33057
32939	33058
19701	22692
25699	27183
25698	27182
25693	27177
25692	27176
25695	27179
25694	27178
25697	27181
25696	27180
23969	25767
23968	25766
23961	25760
23960	25759
23963	25762
23962	25761
23965	9470
23964	25763
23967	25765
23966	25764
27279	28617
27278	28616
27271	28612
27270	28611
27273	9825
27272	4809
27275	28614
27274	28613
27277	9826
27276	28615
25527	27056
25526	27055
25525	3958
25524	27054
199	3673
198	2652
195	1782
194	2828
197	1372
196	1722
191	767
190	3062
193	745
192	842
44307	42027
38128	37201
44304	9577
39841	38567
39842	38568
39844	38569
6823	14464
39849	38571
38123	37196
41828	40160
6824	10634
38125	37198
38124	37197
44302	9575
31444	31875
31447	31877
37414	36636
37415	36637
37416	36638
31446	31876
37410	36633
37411	36634
44303	9576
37413	4378
31441	31872
37418	36640
37419	36641
31440	31871
3452	12982
3453	4989
3450	12981
3451	4145
3456	12983
3457	1480
3454	5028
3455	5086
3458	12984
3459	1106
41338	39762
41339	39763
41333	39757
41334	39758
41335	39759
41336	39760
41337	39761
40069	38748
40068	38747
40063	38744
40061	38743
40067	38746
40066	38745
14149	7236
14148	18774
14145	18771
14144	8582
14147	18773
14146	18772
14141	18769
14140	18768
14143	4306
14142	18770
27490	28789
15818	19764
15819	19765
15810	3332
15811	7067
15812	19759
15813	19760
15815	19761
15816	19762
15817	19763
14350	18877
27493	28791
11183	16979
18754	21966
11180	5048
33919	33857
14499	18979
14498	18978
18332	21636
18333	4920
18330	21634
18331	21635
18336	21639
14496	18976
18334	21637
18335	21638
38039	7138
14356	18883
38033	37115
38032	9037
38031	37114
14357	18884
38037	37119
38036	37118
38035	37117
38034	37116
18679	21907
27495	28793
18678	21906
37910	37022
36445	35865
27494	28792
41494	39898
19137	22255
19136	22254
27497	28795
19135	22253
47040	11804
47041	11805
47042	11806
19134	22252
47044	11809
47045	11810
47046	11819
47047	11824
47048	11828
47049	11834
41492	39896
19132	22250
19131	22249
27496	28794
19130	22248
6479	9821
15369	19470
15362	19463
6472	14287
6471	10034
15361	4476
15366	19467
15367	19468
15364	19465
15365	19466
31517	31929
31516	31928
31515	31927
31511	31926
31510	31925
31519	31931
31518	31930
19469	22522
19468	3175
19465	22520
19464	7603
19467	22521
19466	1758
19461	22518
19460	22517
19462	22519
39070	37953
39071	37954
39072	2292
39073	37955
39074	37956
39075	37957
39077	37958
39078	37959
39079	37960
4044	13182
4045	13183
4046	11659
4047	13184
4040	11742
4042	13181
4043	11501
45186	42702
4048	5978
4049	1917
28018	29205
43749	41619
43748	41618
43743	41613
43742	41612
43741	41611
43747	41617
43746	41616
43745	41615
43744	41614
30752	31352
46719	10486
46718	10485
46713	10436
46712	10432
46711	10431
46710	10430
46717	10484
46716	10483
46715	10482
46714	10437
11498	5542
11499	4681
17434	20941
17435	20942
17436	20943
17437	20944
17430	20937
17431	20938
17432	20939
17433	20940
17438	20945
17439	20946
13324	18270
13325	7882
13326	2214
13327	18271
13320	18267
13321	18268
13322	2521
13323	18269
38851	37780
38850	37779
38853	6109
38852	37781
13328	18272
13329	18273
38857	7111
42339	40555
20126	23015
20127	23016
20120	23013
20121	10728
20122	23014
20123	11735
20128	23017
20129	23018
42337	40553
44711	2322
41723	40080
44713	42347
42336	40552
44715	42348
44717	42350
41722	40079
44719	42352
44718	42351
12985	4456
41720	40078
41073	39550
41072	39549
41071	39548
41070	39547
41077	39553
12981	18048
41074	39551
41079	39555
12980	7635
29166	30127
11872	5312
11873	5273
14802	1849
14803	19152
14804	19153
11877	17373
11874	17370
14807	11916
14809	19155
11878	17374
11879	17375
45307	42791
45306	42790
45301	42786
45300	42785
7979	9258
45303	42788
45302	42787
13485	18374
1681	12580
1680	12579
1683	4648
1682	597
1685	812
1684	12581
1687	1124
1686	6513
1689	4617
1688	1283
29989	30762
29988	30761
29980	30755
29983	30757
29982	30756
29984	30758
29987	30760
29986	30759
28054	29236
28055	4174
28056	7563
28057	29237
28051	29233
28052	29234
28053	29235
28058	29238
44658	42303
43711	41590
44659	42304
42564	40724
42565	40725
42566	40726
44650	42297
44651	42298
19797	22756
44652	42299
19796	22755
319	1168
318	1118
7977	6206
313	2653
312	612
311	513
310	1167
317	12411
316	1624
315	460
44655	11868
7216	14682
44657	42302
19799	22757
19798	6939
7976	11112
42569	40727
43715	41593
21351	23932
25323	11085
25322	26899
25325	26900
25327	26901
25329	26903
25328	26902
40974	39467
28357	29475
43716	41594
7970	7447
6932	4089
15402	11830
6931	1983
15407	3643
15406	11187
15708	19691
2299	91
2298	31
6934	14527
15709	19692
2293	2701
2292	3440
2291	2963
2290	8230
2297	3149
2296	483
2295	12672
2294	12671
7972	5917
8125	10748
15408	6685
10916	4422
15700	19685
10914	16838
10915	3479
10912	8905
10913	16837
10910	16835
6810	4549
15702	19686
10918	8851
10919	16840
15703	19687
15704	19688
26757	28051
15705	19689
26756	28050
16428	20197
6817	14461
16424	20194
16425	3458
16426	20195
16427	20196
16420	20191
16421	20192
16422	9630
16423	20193
9756	16142
26759	28053
38566	37551
26758	28052
21318	23902
21319	23903
21314	23898
21315	23899
21316	23900
21317	23901
21310	23894
21311	23895
21312	23896
21313	23897
22959	24993
22958	24992
22953	24988
22952	24987
22951	24986
22950	24985
22957	24991
22956	24990
22955	24989
2741	6537
2740	7888
2743	8222
2742	12798
2745	12799
2744	3400
2747	1322
2746	5684
2749	7584
2748	7583
37304	36549
37305	36550
37306	36551
24145	25909
37300	36545
43660	41548
37301	36546
37302	36547
42693	40823
37303	36548
42696	40826
42697	40827
3049	12875
3048	3520
21074	23716
3041	12872
3040	12871
3043	7780
3042	12873
3045	8460
3044	12874
3047	12379
3046	702
27419	28724
27418	28723
21076	23718
27411	28716
21071	23713
27413	28718
27412	28717
27415	28720
27414	28719
27417	28722
21070	23712
21073	23715
21072	23714
28259	29403
29048	343
29049	344
29044	12210
29045	30034
29046	30035
29047	30036
29040	30031
29042	30032
29043	30033
30910	7662
30911	31477
30913	5077
30914	31478
30915	31479
30916	2505
30917	11874
30918	31480
30919	31481
31069	31587
31068	31586
31066	31585
31065	31584
31064	12185
31063	12184
31062	12173
31061	12172
31060	12171
3959	1296
3958	13146
3953	7284
3952	5829
3951	4023
3950	1788
3957	13145
3956	981
3955	13144
3954	13143
34749	34507
34748	34506
34741	34499
34740	34498
34743	34501
34742	34500
34745	34503
34744	34502
34747	34505
34746	34504
35294	34939
35295	34940
35296	34941
35297	34942
35290	34936
35291	2846
35292	34937
35293	34938
35298	34943
35299	34944
24443	26144
24442	26143
24441	26142
24440	26141
24447	26148
24446	26147
24445	26146
24444	26145
24449	26150
24448	26149
22139	28217
22138	28216
22131	28213
22130	28212
22133	28215
22132	28214
22135	11536
22134	27955
22137	27426
22136	27425
32747	32903
32746	32902
32745	9244
32744	32901
32743	9347
32742	6280
32741	32900
32740	32899
32749	32905
32748	32904
4453	13334
4452	13333
4451	13332
4450	11886
4457	13336
4456	309
4455	13335
4454	9072
4459	2968
4458	2967
36248	35706
36249	10879
36247	35705
36244	35703
36245	35704
36240	35701
36241	35702
508	4746
41279	39715
41278	39714
41275	39711
41274	39710
41277	39713
41276	39712
41271	39708
41270	39707
41272	39709
45517	42906
42898	40973
42899	40974
33764	33735
42890	40968
42892	40969
42893	40970
42894	40971
42896	40972
42897	4936
39650	38413
39652	2160
39653	38414
39654	38415
33765	33736
39656	38417
39658	38418
39659	38419
37599	7620
37598	36785
18819	6580
18818	22014
33039	33127
18813	22012
33037	9593
18811	22010
18810	22009
33032	33122
18816	5231
18815	22013
33031	33121
2174	5527
7128	4889
7129	14632
7126	14631
7127	1771
7124	14630
7125	5878
7122	8822
4965	35
7120	14628
7121	4414
37627	36808
37625	36807
2179	2239
37622	36806
37621	36805
37620	36804
37629	36810
37628	36809
591	1451
590	7514
593	1542
592	4020
595	2995
594	249
597	2104
596	4647
599	3581
598	12429
40638	39204
40639	39205
40632	39203
44992	42569
40630	1765
40631	39202
44997	42572
40637	10560
44995	42570
14758	9976
14759	11419
14754	19129
14755	19130
14756	11417
14757	11418
14750	8504
14751	19128
14752	11623
14753	8129
28480	29576
13904	9629
13905	18657
13906	18658
13907	18659
13900	18653
13901	18654
13902	18655
13903	18656
13908	18660
13909	7411
18105	21459
18107	10249
18106	21460
18100	21457
18102	21458
18109	21461
18108	10613
5579	1657
5578	2003
5577	7519
5576	13823
5575	8688
5574	13822
5573	13821
5572	1156
5571	1651
5570	4085
30077	30834
30076	2845
30075	30833
30074	30832
30073	30831
30072	30830
28356	8650
38262	37310
38263	37311
38260	37308
38261	37309
28355	29474
30079	8660
30078	30835
31306	31765
31307	31766
31304	31764
28354	29473
31302	31762
31303	31763
31300	10235
31301	31761
31308	31767
28352	29472
11229	17003
11228	8864
11227	8925
11226	8924
11225	8923
11224	5228
11223	17002
11222	17001
11221	17000
11220	16999
19058	22196
19059	22197
30335	31036
19050	22188
19051	22189
19052	22190
19053	22191
19054	22192
19055	22193
19056	22194
19057	22195
30331	31033
30333	31034
37369	36602
39135	38009
39134	38008
39137	38011
39136	38010
39131	38006
39130	38005
39132	38007
39139	38013
39138	38012
42461	40643
42460	40642
42463	40644
42465	40646
42464	40645
16628	9786
42466	11214
16626	20331
16627	20332
16624	20329
16625	20330
16622	9520
16623	9981
16620	3034
16621	4073
12758	17915
12759	4072
12756	9176
12757	17914
12754	6604
12755	4373
12752	17912
12753	17913
12750	17910
12751	17911
9119	15722
9118	15721
16996	20596
16997	20597
16990	20590
16991	20591
16992	20592
16993	20593
9111	326
9110	5102
9112	15718
9115	15719
16999	20599
9117	5862
9116	15720
12284	17639
12285	17640
12286	17641
12287	17642
12280	17636
12281	9455
12282	17637
12283	17638
21156	23784
21154	6105
21155	5295
12288	17643
12289	3936
21150	23780
21151	23781
19909	22843
21484	24037
21485	24038
21486	24039
21487	24040
21480	10018
21481	24034
21482	24035
21483	24036
21488	24041
21489	24042
46908	11329
46909	11355
46902	11287
46903	11308
46900	11271
46901	11275
46906	11316
46904	11309
46905	11315
43388	41325
13489	6229
13488	18375
10666	4095
10667	16677
10660	7712
10661	7713
10662	7714
10663	6099
13481	18371
13480	2138
13483	18372
13482	9985
10668	16678
13484	18373
13487	1913
13486	7035
37398	36622
13157	18154
13156	18153
13155	18152
13154	5284
13153	8004
13152	18151
13151	18150
13150	18149
20681	4835
20680	4834
20683	23409
20682	23408
20685	23411
20684	23410
13159	18156
13158	18155
10592	4314
10593	7684
10590	16633
10591	16634
10596	16636
10597	3053
10594	7344
10595	16635
10598	16637
10599	16638
20357	23186
20356	23185
20355	23184
20354	8767
20352	23183
20351	2005
20350	12382
26136	27547
20359	23188
20358	23187
44500	42182
44501	42183
44502	42184
44503	42185
44504	42186
44505	42187
44506	42188
44507	42189
44509	42190
29534	30415
29535	30416
29536	1676
29537	30417
29530	30411
29531	30412
29532	30413
29533	30414
19901	22835
34849	34579
29538	30418
29539	30419
30547	31179
34844	34577
1348	12525
1349	3537
30544	31177
25473	27012
1340	27
1341	1466
1342	864
1343	4467
1344	12524
1345	2427
1346	6217
1347	1384
30541	31174
34841	34574
16960	3790
19907	22841
40123	38791
25478	27016
8376	15300
8377	15301
8374	494
8375	15299
8372	10493
8373	5833
8370	5161
8371	5237
40125	38793
8378	15302
8379	15303
22441	24572
22440	24571
22443	24574
22442	24573
22445	24576
22444	24575
22447	24578
22446	24577
22449	24580
22448	24579
29751	30566
26350	27728
26353	27730
26352	27729
26354	27731
26357	27733
26356	27732
26359	27735
26358	27734
32501	32707
32500	32706
32502	32708
32505	32709
32506	32710
32509	32712
32508	32711
3629	12278
3628	10388
3621	13038
3620	6173
3623	5854
3622	1442
3625	5651
3624	6769
3627	13039
3626	3906
43069	41096
15797	19751
6887	14499
15795	7237
6885	14497
15793	19748
35875	35401
15792	19747
19863	8208
6880	14494
45582	42945
15790	7963
35876	35402
42539	40705
41266	39704
6888	14500
24849	26473
24848	26472
24847	26471
24846	26470
24845	6897
15798	19752
24843	11527
24842	26468
24841	26467
24840	26466
2464	12713
2465	184
2466	963
2467	6799
2460	3187
2461	12710
2462	12711
2463	12712
2468	12714
2469	4778
33487	33510
33486	33509
9652	11787
9653	16076
9650	2096
9651	16075
9656	16078
9657	16079
9654	16077
9655	10371
36992	36297
36993	36298
9658	16080
9659	2263
36996	36300
36997	36301
36994	36299
37021	12063
37020	36315
37023	6197
37022	36316
37025	36318
37024	36317
37027	36320
37026	36319
37029	36322
37028	36321
33484	33507
43852	41694
43149	41147
5847	13944
44398	42092
33215	33274
33483	33506
40874	39391
40691	39246
5846	13943
29411	30318
40877	39393
29417	30323
33482	33505
29416	30322
40872	39389
40873	39390
33481	33504
42609	40759
3368	301
3369	970
42608	40758
3364	8401
3365	11319
3366	8427
3367	4258
3360	3444
3361	878
3362	12962
3363	6956
30271	30985
30270	30984
30273	30986
30275	30988
30274	30987
30277	30990
30276	30989
30279	30992
30278	30991
4273	13271
4272	4302
4271	6449
4270	10847
4277	1292
4276	1355
4275	4335
4274	3727
4279	4498
4278	13272
42601	40753
42603	40755
42602	40754
42605	40756
42607	40757
12179	6920
35319	34963
35318	34962
